settlement_id,auth_id,merchant_id,settled_amount,settled_ts,settled_date,currency
s17345,17345,19,54.92,2026-09-05 06:51:00,2026-09-05,USD
s17346,17346,14,46.71,2026-09-02 07:47:00,2026-09-02,USD
s17347,17347,23,88.16,2026-09-04 08:46:00,2026-09-04,USD
s17348,17348,17,2.88,2026-09-03 13:58:00,2026-09-03,USD
s17349,17349,41,29.98,2026-09-03 04:29:00,2026-09-03,USD
s17350,17350,45,205.15,2026-09-05 01:03:00,2026-09-05,USD
s17351,17351,46,54.57,2026-09-03 01:12:00,2026-09-03,USD
s17352,17352,52,5.41,2026-09-07 22:22:00,2026-09-07,USD
s17353,17353,31,2.0,2026-09-03 04:40:00,2026-09-03,USD
s17354,17354,45,29.05,2026-09-03 11:40:00,2026-09-03,USD
s17355,17355,32,34.07,2026-09-03 05:59:00,2026-09-03,USD
s17356,17356,42,21.76,2026-09-04 03:03:00,2026-09-04,USD
s17357,17357,32,19.22,2026-09-11 09:24:00,2026-09-11,USD
s17358,17358,44,33.75,2026-09-03 18:15:00,2026-09-03,USD
s17359,17359,19,22.61,2026-09-05 20:21:00,2026-09-05,USD
s17360,17360,10,31.28,2026-09-03 03:08:00,2026-09-03,USD
s17361,17361,55,12.07,2026-09-05 20:47:00,2026-09-05,USD
s17362,17362,40,12.05,2026-09-03 07:09:00,2026-09-03,USD
s17363,17363,35,27.16,2026-09-04 21:30:00,2026-09-04,USD
s17364,17364,27,17.63,2026-09-02 22:18:00,2026-09-02,USD
s17365,17365,21,20.17,2026-09-05 01:07:00,2026-09-05,USD
s17366,17366,8,10.19,2026-09-02 22:37:00,2026-09-02,USD
s17367,17367,51,39.24,2026-09-03 21:41:00,2026-09-03,USD
s17368,17368,17,29.57,2026-09-11 00:03:00,2026-09-11,USD
s17369,17369,22,10.68,2026-09-03 06:37:00,2026-09-03,USD
s17370,17370,55,40.44,2026-09-03 09:00:00,2026-09-03,USD
s17371,17371,34,14.88,2026-09-03 05:59:00,2026-09-03,USD
s17372,17372,46,5.34,2026-09-03 03:54:00,2026-09-03,USD
s17373,17373,17,40.19,2026-09-07 21:27:00,2026-09-07,USD
s17374,17374,53,3.78,2026-09-02 01:59:00,2026-09-02,USD
s17375,17375,22,43.79,2026-09-04 09:25:00,2026-09-04,USD
s17376,17376,25,24.96,2026-09-04 21:33:00,2026-09-04,USD
s17377,17377,55,17.24,2026-09-04 04:22:00,2026-09-04,USD
s17378,17378,27,16.85,2026-09-03 01:03:00,2026-09-03,USD
s17379,17379,10,37.18,2026-09-11 08:06:00,2026-09-11,USD
s17380,17380,3,14.41,2026-09-03 00:35:00,2026-09-03,USD
s17381,17381,27,25.55,2026-09-02 22:29:00,2026-09-02,USD
s17382,17382,51,4.76,2026-09-03 21:47:00,2026-09-03,USD
s17383,17383,46,90.93,2026-09-03 12:23:00,2026-09-03,USD
s17384,17384,26,28.77,2026-09-02 03:31:00,2026-09-02,USD
s17385,17385,30,9.64,2026-09-02 14:59:00,2026-09-02,USD
s17386,17386,28,18.9,2026-09-02 05:56:00,2026-09-02,USD
s17387,17387,50,21.63,2026-09-03 16:56:00,2026-09-03,USD
s17388,17388,12,32.9,2026-09-02 06:11:00,2026-09-02,USD
s17389,17389,4,68.09,2026-09-02 12:40:00,2026-09-02,USD
s17390,17390,25,49.15,2026-09-03 11:44:00,2026-09-03,USD
s17391,17391,25,75.08,2026-09-05 07:35:00,2026-09-05,USD
s17392,17392,35,25.58,2026-09-02 13:24:00,2026-09-02,USD
s17394,17394,37,65.95,2026-09-02 08:38:00,2026-09-02,USD
s17395,17395,45,83.24,2026-09-04 01:32:00,2026-09-04,USD
s17396,17396,58,71.41,2026-09-03 21:08:00,2026-09-03,USD
s17397,17397,22,27.16,2026-09-02 04:16:00,2026-09-02,USD
s17398,17398,49,11.92,2026-09-03 07:53:00,2026-09-03,USD
s17399,17399,33,27.97,2026-09-03 00:24:00,2026-09-03,USD
s17400,17400,35,11.18,2026-09-04 14:58:00,2026-09-04,USD
s17401,17401,49,70.71,2026-09-02 08:56:00,2026-09-02,USD
s17402,17402,55,19.38,2026-09-07 09:57:00,2026-09-07,USD
s17403,17403,29,47.56,2026-09-03 06:17:00,2026-09-03,USD
s17404,17404,20,16.89,2026-09-02 19:50:00,2026-09-02,USD
s17405,17405,39,50.17,2026-09-03 15:41:00,2026-09-03,USD
s17406,17406,54,63.3,2026-09-06 15:28:00,2026-09-06,USD
s17407,17407,49,18.22,2026-09-02 08:01:00,2026-09-02,USD
s17408,17408,10,9.87,2026-09-03 01:20:00,2026-09-03,USD
s17409,17409,6,14.47,2026-09-03 03:35:00,2026-09-03,USD
s17410,17410,33,7.75,2026-09-02 16:49:00,2026-09-02,USD
s17411,17411,7,25.02,2026-09-02 23:19:00,2026-09-02,USD
s17412,17412,31,4.37,2026-09-03 03:11:00,2026-09-03,USD
s17413,17413,37,34.74,2026-09-03 08:53:00,2026-09-03,USD
s17414,17414,45,7.58,2026-09-02 02:00:00,2026-09-02,USD
s17415,17415,50,47.84,2026-09-09 01:48:00,2026-09-09,USD
s17416,17416,24,373.06,2026-09-02 19:04:00,2026-09-02,USD
s17417,17417,9,20.09,2026-09-03 05:41:00,2026-09-03,USD
s17418,17418,59,16.95,2026-09-07 02:07:00,2026-09-07,USD
s17419,17419,36,38.41,2026-09-03 06:16:00,2026-09-03,USD
s17420,17420,4,27.75,2026-09-03 02:02:00,2026-09-03,USD
s17422,17422,10,6.19,2026-09-02 14:07:00,2026-09-02,USD
s17423,17423,11,20.03,2026-09-03 16:32:00,2026-09-03,USD
s17425,17425,15,10.14,2026-09-02 02:14:00,2026-09-02,USD
s17426,17426,55,32.45,2026-09-03 09:44:00,2026-09-03,USD
s17427,17427,27,45.67,2026-09-03 11:42:00,2026-09-03,USD
s17428,17428,15,27.29,2026-09-03 21:53:00,2026-09-03,USD
s17429,17429,55,26.35,2026-09-03 12:07:00,2026-09-03,USD
s17430,17430,10,35.15,2026-09-03 05:03:00,2026-09-03,USD
s17431,17431,30,5.01,2026-09-03 14:55:00,2026-09-03,USD
s17432,17432,8,16.26,2026-09-03 04:37:00,2026-09-03,USD
s17433,17433,5,26.26,2026-09-03 11:46:00,2026-09-03,USD
s17434,17434,56,20.39,2026-09-04 01:06:00,2026-09-04,USD
s17435,17435,29,32.32,2026-09-02 09:06:00,2026-09-02,USD
s17436,17436,52,90.2,2026-09-02 01:31:00,2026-09-02,USD
s17437,17437,2,61.41,2026-09-06 19:53:00,2026-09-06,USD
s17438,17438,22,12.5,2026-09-02 11:19:00,2026-09-02,USD
s17439,17439,20,2.9,2026-09-02 14:52:00,2026-09-02,USD
s17440,17440,2,45.68,2026-09-03 20:23:00,2026-09-03,USD
s17441,17441,2,65.7,2026-09-03 14:35:00,2026-09-03,USD
s17442,17442,36,20.3,2026-09-05 17:00:00,2026-09-05,USD
s17443,17443,58,158.47,2026-09-02 10:48:00,2026-09-02,USD
s17444,17444,19,17.86,2026-09-03 05:59:00,2026-09-03,USD
s17445,17445,51,28.73,2026-09-03 18:24:00,2026-09-03,USD
s17446,17446,20,9.89,2026-09-02 20:40:00,2026-09-02,USD
s17447,17447,41,67.93,2026-09-06 01:09:00,2026-09-06,USD
s17448,17448,60,15.47,2026-09-04 10:15:00,2026-09-04,USD
s17449,17449,29,176.83,2026-09-04 13:18:00,2026-09-04,USD
s17450,17450,25,25.0,2026-09-03 12:51:00,2026-09-03,USD
s17451,17451,36,25.97,2026-09-03 01:40:00,2026-09-03,USD
s17452,17452,43,12.42,2026-09-02 09:48:00,2026-09-02,USD
s17453,17453,21,17.51,2026-09-02 18:08:00,2026-09-02,USD
s17454,17454,17,27.38,2026-09-03 08:32:00,2026-09-03,USD
s17455,17455,18,17.88,2026-09-04 17:05:00,2026-09-04,USD
s17456,17456,55,70.49,2026-09-03 15:54:00,2026-09-03,USD
s17457,17457,35,28.28,2026-09-03 08:19:00,2026-09-03,USD
s17458,17458,17,5.48,2026-09-02 03:37:00,2026-09-02,USD
s17459,17459,31,29.32,2026-09-03 00:16:00,2026-09-03,USD
s17460,17460,27,12.26,2026-09-03 19:35:00,2026-09-03,USD
s17461,17461,37,63.75,2026-09-04 00:46:00,2026-09-04,USD
s17462,17462,9,29.22,2026-09-02 03:21:00,2026-09-02,USD
s17463,17463,44,30.86,2026-09-04 13:36:00,2026-09-04,USD
s17464,17464,32,34.16,2026-09-03 19:53:00,2026-09-03,USD
s17465,17465,44,137.79,2026-09-03 07:01:00,2026-09-03,USD
s17466,17466,3,18.45,2026-09-03 05:54:00,2026-09-03,USD
s17467,17467,55,43.91,2026-09-05 14:50:00,2026-09-05,USD
s17468,17468,56,137.98,2026-09-03 15:07:00,2026-09-03,USD
s17469,17469,4,32.48,2026-09-02 03:59:00,2026-09-02,USD
s17470,17470,41,27.39,2026-09-03 05:38:00,2026-09-03,USD
s17471,17471,42,21.93,2026-09-11 21:28:00,2026-09-11,USD
s17472,17472,33,4.17,2026-09-04 09:47:00,2026-09-04,USD
s17475,17475,8,29.51,2026-09-02 15:53:00,2026-09-02,USD
s17476,17476,43,39.87,2026-09-05 11:24:00,2026-09-05,USD
s17477,17477,50,27.24,2026-09-03 23:01:00,2026-09-03,USD
s17478,17478,60,69.45,2026-09-06 12:48:00,2026-09-06,USD
s17479,17479,33,33.29,2026-09-05 13:03:00,2026-09-05,USD
s17480,17480,56,2.06,2026-09-02 19:49:00,2026-09-02,USD
s17482,17482,31,19.42,2026-09-05 00:46:00,2026-09-05,USD
s17483,17483,59,6.93,2026-09-03 19:28:00,2026-09-03,USD
s17484,17484,31,65.53,2026-09-07 15:28:00,2026-09-07,USD
s17485,17485,7,67.95,2026-09-04 16:21:00,2026-09-04,USD
s17486,17486,30,53.52,2026-09-04 20:42:00,2026-09-04,USD
s17487,17487,59,52.49,2026-09-03 05:58:00,2026-09-03,USD
s17488,17488,54,16.29,2026-09-03 17:01:00,2026-09-03,USD
s17489,17489,47,40.71,2026-09-03 23:07:00,2026-09-03,USD
s17490,17490,25,26.02,2026-09-03 15:54:00,2026-09-03,USD
s17491,17491,4,29.21,2026-09-03 02:19:00,2026-09-03,USD
s17492,17492,60,143.6,2026-09-03 06:14:00,2026-09-03,USD
s17493,17493,46,94.05,2026-09-03 23:01:00,2026-09-03,USD
s17494,17494,13,27.65,2026-09-03 13:11:00,2026-09-03,USD
s17495,17495,40,44.71,2026-09-03 16:19:00,2026-09-03,USD
s17496,17496,38,32.39,2026-09-05 11:26:00,2026-09-05,USD
s17497,17497,4,34.6,2026-09-06 10:29:00,2026-09-06,USD
s17498,17498,9,15.42,2026-09-03 20:02:00,2026-09-03,USD
s17499,17499,8,100.05,2026-09-03 03:32:00,2026-09-03,USD
s17500,17500,31,670.02,2026-09-06 08:37:00,2026-09-06,USD
s17501,17501,13,30.65,2026-09-04 11:31:00,2026-09-04,USD
s17502,17502,22,31.73,2026-09-06 22:24:00,2026-09-06,USD
s17503,17503,12,25.05,2026-09-03 18:00:00,2026-09-03,USD
s17504,17504,21,13.68,2026-09-03 13:29:00,2026-09-03,USD
s17505,17505,18,63.92,2026-09-03 14:33:00,2026-09-03,USD
s17506,17506,3,61.48,2026-09-03 16:36:00,2026-09-03,USD
s17507,17507,19,20.83,2026-09-04 03:27:00,2026-09-04,USD
s17508,17508,58,14.57,2026-09-05 16:06:00,2026-09-05,USD
s17509,17509,30,13.06,2026-09-04 05:12:00,2026-09-04,USD
s17510,17510,41,58.56,2026-09-04 11:04:00,2026-09-04,USD
s17511,17511,11,37.26,2026-09-07 21:52:00,2026-09-07,USD
s17512,17512,18,45.66,2026-09-03 18:14:00,2026-09-03,USD
s17513,17513,40,22.27,2026-09-02 10:35:00,2026-09-02,USD
s17515,17515,32,24.54,2026-09-03 15:49:00,2026-09-03,USD
s17516,17516,32,10.57,2026-09-03 16:12:00,2026-09-03,USD
s17517,17517,7,78.74,2026-09-06 02:03:00,2026-09-06,USD
s17518,17518,13,14.84,2026-09-03 11:54:00,2026-09-03,USD
s17519,17519,11,34.08,2026-09-03 03:43:00,2026-09-03,USD
s17520,17520,28,16.31,2026-09-03 17:09:00,2026-09-03,USD
s17521,17521,9,10.12,2026-09-03 08:23:00,2026-09-03,USD
s17523,17523,49,121.28,2026-09-02 01:47:00,2026-09-02,USD
s17525,17525,27,19.46,2026-09-03 16:49:00,2026-09-03,USD
s17526,17526,26,72.72,2026-09-03 20:13:00,2026-09-03,USD
s17527,17527,40,53.55,2026-09-03 02:00:00,2026-09-03,USD
s17528,17528,36,21.2,2026-09-04 19:35:00,2026-09-04,USD
s17529,17529,35,27.1,2026-09-03 08:28:00,2026-09-03,USD
s17532,17532,11,14.78,2026-09-03 03:01:00,2026-09-03,USD
s17533,17533,56,28.48,2026-09-04 21:07:00,2026-09-04,USD
s17534,17534,29,12.08,2026-09-02 16:16:00,2026-09-02,USD
s17535,17535,30,92.45,2026-09-06 22:42:00,2026-09-06,USD
s17536,17536,38,23.85,2026-09-11 04:25:00,2026-09-11,USD
s17537,17537,6,201.61,2026-09-03 13:16:00,2026-09-03,USD
s17539,17539,53,33.96,2026-09-03 07:46:00,2026-09-03,USD
s17540,17540,9,32.72,2026-09-03 14:32:00,2026-09-03,USD
s17541,17541,46,52.95,2026-09-04 04:47:00,2026-09-04,USD
s17542,17542,18,57.36,2026-09-03 00:01:00,2026-09-03,USD
s17543,17543,38,17.47,2026-09-03 07:41:00,2026-09-03,USD
s17544,17544,37,9.77,2026-09-02 02:42:00,2026-09-02,USD
s17545,17545,15,42.98,2026-09-03 19:31:00,2026-09-03,USD
s17546,17546,37,28.13,2026-09-06 08:45:00,2026-09-06,USD
s17547,17547,3,4.93,2026-09-03 08:49:00,2026-09-03,USD
s17548,17548,32,13.4,2026-09-04 00:05:00,2026-09-04,USD
s17549,17549,14,32.64,2026-09-05 05:30:00,2026-09-05,USD
s17551,17551,33,21.85,2026-09-03 20:58:00,2026-09-03,USD
s17552,17552,27,17.91,2026-09-03 13:33:00,2026-09-03,USD
s17554,17554,21,8.51,2026-09-02 09:52:00,2026-09-02,USD
s17555,17555,42,91.68,2026-09-05 22:35:00,2026-09-05,USD
s17556,17556,8,13.0,2026-09-05 16:25:00,2026-09-05,USD
s17557,17557,11,53.64,2026-09-04 03:41:00,2026-09-04,USD
s17558,17558,40,11.94,2026-09-03 17:37:00,2026-09-03,USD
s17559,17559,47,49.37,2026-09-07 11:35:00,2026-09-07,USD
s17560,17560,1,8.72,2026-09-03 14:42:00,2026-09-03,USD
s17561,17561,22,41.12,2026-09-03 15:57:00,2026-09-03,USD
s17562,17562,40,36.02,2026-09-03 23:45:00,2026-09-03,USD
s17563,17563,38,20.89,2026-09-03 04:26:00,2026-09-03,USD
s17564,17564,28,52.22,2026-09-03 19:09:00,2026-09-03,USD
s17565,17565,14,8.17,2026-09-03 22:58:00,2026-09-03,USD
s17566,17566,16,10.54,2026-09-03 08:32:00,2026-09-03,USD
s17567,17567,20,47.16,2026-09-02 17:26:00,2026-09-02,USD
s17568,17568,24,158.29,2026-09-03 06:44:00,2026-09-03,USD
s17569,17569,40,20.37,2026-09-03 12:31:00,2026-09-03,USD
s17571,17571,38,4.37,2026-09-03 18:36:00,2026-09-03,USD
s17572,17572,32,17.7,2026-09-02 00:43:00,2026-09-02,USD
s17573,17573,12,35.2,2026-09-03 13:03:00,2026-09-03,USD
s17574,17574,31,4.11,2026-09-04 13:21:00,2026-09-04,USD
s17575,17575,4,29.88,2026-09-04 16:14:00,2026-09-04,USD
s17576,17576,9,47.47,2026-09-05 11:45:00,2026-09-05,USD
s17577,17577,20,12.62,2026-09-05 04:13:00,2026-09-05,USD
s17579,17579,23,8.1,2026-09-03 03:33:00,2026-09-03,USD
s17580,17580,1,34.44,2026-09-03 12:31:00,2026-09-03,USD
s17581,17581,53,9.45,2026-09-06 22:59:00,2026-09-06,USD
s17582,17582,19,19.64,2026-09-04 03:58:00,2026-09-04,USD
s17583,17583,56,38.51,2026-09-10 02:28:00,2026-09-10,USD
s17584,17584,16,87.65,2026-09-04 16:34:00,2026-09-04,USD
s17586,17586,3,33.25,2026-09-04 02:36:00,2026-09-04,USD
s17587,17587,16,52.04,2026-09-04 09:53:00,2026-09-04,USD
s17588,17588,39,10.28,2026-09-03 01:38:00,2026-09-03,USD
s17589,17589,19,56.22,2026-09-04 11:51:00,2026-09-04,USD
s17590,17590,5,24.75,2026-09-04 19:16:00,2026-09-04,USD
s17591,17591,46,25.85,2026-09-04 21:08:00,2026-09-04,USD
s17592,17592,19,24.5,2026-09-04 00:40:00,2026-09-04,USD
s17593,17593,16,26.17,2026-09-04 00:10:00,2026-09-04,USD
s17594,17594,23,251.98,2026-09-04 19:02:00,2026-09-04,USD
s17595,17595,54,144.09,2026-09-05 01:18:00,2026-09-05,USD
s17596,17596,35,47.49,2026-09-04 09:14:00,2026-09-04,USD
s17597,17597,39,19.68,2026-09-04 08:13:00,2026-09-04,USD
s17598,17598,31,336.29,2026-09-07 14:45:00,2026-09-07,USD
s17599,17599,21,25.19,2026-09-04 20:47:00,2026-09-04,USD
s17600,17600,53,8.27,2026-09-04 09:21:00,2026-09-04,USD
s17601,17601,21,11.13,2026-09-03 00:16:00,2026-09-03,USD
s17602,17602,39,65.75,2026-09-03 07:42:00,2026-09-03,USD
s17603,17603,34,20.09,2026-09-04 18:56:00,2026-09-04,USD
s17604,17604,55,81.94,2026-09-04 09:20:00,2026-09-04,USD
s17605,17605,57,39.13,2026-09-03 04:44:00,2026-09-03,USD
s17607,17607,43,23.45,2026-09-05 18:26:00,2026-09-05,USD
s17608,17608,7,14.58,2026-09-04 01:57:00,2026-09-04,USD
s17609,17609,49,93.03,2026-09-06 05:37:00,2026-09-06,USD
s17610,17610,25,48.38,2026-09-07 00:43:00,2026-09-07,USD
s17611,17611,29,26.58,2026-09-05 23:49:00,2026-09-05,USD
s17612,17612,56,32.27,2026-09-07 15:32:00,2026-09-07,USD
s17613,17613,22,11.14,2026-09-07 08:49:00,2026-09-07,USD
s17614,17614,52,15.36,2026-09-04 16:18:00,2026-09-04,USD
s17615,17615,33,34.51,2026-09-06 04:46:00,2026-09-06,USD
s17616,17616,41,34.74,2026-09-04 14:08:00,2026-09-04,USD
s17617,17617,40,48.03,2026-09-04 12:18:00,2026-09-04,USD
s17618,17618,20,14.16,2026-09-07 04:34:00,2026-09-07,USD
s17619,17619,55,11.1,2026-09-04 16:06:00,2026-09-04,USD
s17620,17620,44,93.41,2026-09-04 08:01:00,2026-09-04,USD
s17621,17621,14,10.63,2026-09-03 14:43:00,2026-09-03,USD
s17622,17622,25,4.55,2026-09-05 10:39:00,2026-09-05,USD
s17623,17623,20,14.86,2026-09-04 02:47:00,2026-09-04,USD
s17624,17624,21,43.73,2026-09-08 10:28:00,2026-09-08,USD
s17625,17625,50,18.77,2026-09-03 03:19:00,2026-09-03,USD
s17626,17626,42,18.88,2026-09-04 05:58:00,2026-09-04,USD
s17627,17627,13,45.86,2026-09-07 19:46:00,2026-09-07,USD
s17628,17628,52,8.6,2026-09-06 09:19:00,2026-09-06,USD
s17629,17629,10,28.03,2026-09-04 21:47:00,2026-09-04,USD
s17630,17630,8,19.96,2026-09-06 03:02:00,2026-09-06,USD
s17631,17631,17,27.64,2026-09-06 09:39:00,2026-09-06,USD
s17632,17632,15,101.11,2026-09-04 05:36:00,2026-09-04,USD
s17633,17633,57,18.2,2026-09-07 08:45:00,2026-09-07,USD
s17634,17634,27,7.73,2026-09-06 21:34:00,2026-09-06,USD
s17635,17635,20,29.15,2026-09-04 06:34:00,2026-09-04,USD
s17636,17636,39,62.31,2026-09-04 05:35:00,2026-09-04,USD
s17637,17637,1,36.7,2026-09-07 20:05:00,2026-09-07,USD
s17638,17638,38,10.01,2026-09-03 02:23:00,2026-09-03,USD
s17639,17639,27,26.11,2026-09-04 09:35:00,2026-09-04,USD
s17640,17640,58,10.31,2026-09-04 05:33:00,2026-09-04,USD
s17641,17641,2,22.93,2026-09-04 03:45:00,2026-09-04,USD
s17642,17642,18,22.68,2026-09-04 00:50:00,2026-09-04,USD
s17643,17643,35,20.06,2026-09-05 21:16:00,2026-09-05,USD
s17644,17644,35,32.06,2026-09-06 15:45:00,2026-09-06,USD
s17645,17645,60,18.41,2026-09-04 03:12:00,2026-09-04,USD
s17646,17646,53,4.24,2026-09-04 02:47:00,2026-09-04,USD
s17647,17647,29,43.16,2026-09-04 14:10:00,2026-09-04,USD
s17648,17648,11,10.18,2026-09-04 09:11:00,2026-09-04,USD
s17650,17650,21,26.54,2026-09-04 19:48:00,2026-09-04,USD
s17651,17651,8,14.6,2026-09-04 21:46:00,2026-09-04,USD
s17653,17653,56,16.43,2026-09-05 11:23:00,2026-09-05,USD
s17654,17654,42,12.07,2026-09-03 00:17:00,2026-09-03,USD
s17656,17656,25,5.04,2026-09-04 16:29:00,2026-09-04,USD
s17657,17657,24,23.6,2026-09-03 22:38:00,2026-09-03,USD
s17658,17658,29,23.98,2026-09-06 09:47:00,2026-09-06,USD
s17659,17659,25,42.46,2026-09-04 06:47:00,2026-09-04,USD
s17660,17660,35,17.11,2026-09-04 09:54:00,2026-09-04,USD
s17661,17661,60,24.27,2026-09-04 10:33:00,2026-09-04,USD
s17662,17662,53,70.64,2026-09-04 14:07:00,2026-09-04,USD
s17663,17663,44,28.32,2026-09-03 01:16:00,2026-09-03,USD
s17664,17664,7,86.72,2026-09-04 09:21:00,2026-09-04,USD
s17665,17665,58,11.77,2026-09-04 16:35:00,2026-09-04,USD
s17666,17666,18,2.79,2026-09-06 18:26:00,2026-09-06,USD
s17667,17667,21,27.17,2026-09-04 14:13:00,2026-09-04,USD
s17668,17668,44,53.63,2026-09-04 05:43:00,2026-09-04,USD
s17669,17669,24,10.05,2026-09-06 17:19:00,2026-09-06,USD
s17670,17670,34,61.67,2026-09-05 10:28:00,2026-09-05,USD
s17671,17671,53,47.88,2026-09-06 19:52:00,2026-09-06,USD
s17672,17672,55,8.87,2026-09-04 06:40:00,2026-09-04,USD
s17673,17673,33,20.37,2026-09-04 14:32:00,2026-09-04,USD
s17675,17675,39,29.13,2026-09-05 06:28:00,2026-09-05,USD
s17676,17676,4,9.33,2026-09-04 05:39:00,2026-09-04,USD
s17677,17677,12,15.4,2026-09-05 13:27:00,2026-09-05,USD
s17678,17678,11,18.84,2026-09-04 11:44:00,2026-09-04,USD
s17679,17679,25,35.9,2026-09-06 08:23:00,2026-09-06,USD
s17680,17680,24,4.19,2026-09-04 23:40:00,2026-09-04,USD
s17681,17681,32,15.51,2026-09-04 09:54:00,2026-09-04,USD
s17682,17682,29,19.41,2026-09-05 16:58:00,2026-09-05,USD
s17683,17683,50,6.85,2026-09-05 23:45:00,2026-09-05,USD
s17684,17684,13,29.71,2026-09-04 21:06:00,2026-09-04,USD
s17685,17685,19,60.17,2026-09-03 10:02:00,2026-09-03,USD
s17686,17686,21,8.92,2026-09-04 17:58:00,2026-09-04,USD
s17687,17687,53,38.92,2026-09-06 11:06:00,2026-09-06,USD
s17688,17688,42,95.55,2026-09-05 22:58:00,2026-09-05,USD
s17689,17689,30,11.75,2026-09-04 20:56:00,2026-09-04,USD
s17690,17690,7,15.13,2026-09-04 15:11:00,2026-09-04,USD
s17691,17691,26,41.48,2026-09-06 18:21:00,2026-09-06,USD
s17692,17692,10,87.58,2026-09-04 19:22:00,2026-09-04,USD
s17693,17693,1,23.53,2026-09-05 18:35:00,2026-09-05,USD
s17694,17694,32,5.54,2026-09-04 05:58:00,2026-09-04,USD
s17695,17695,48,77.96,2026-09-05 13:36:00,2026-09-05,USD
s17696,17696,13,4.87,2026-09-04 20:41:00,2026-09-04,USD
s17697,17697,21,53.87,2026-09-04 03:53:00,2026-09-04,USD
s17698,17698,49,64.31,2026-09-05 09:25:00,2026-09-05,USD
s17699,17699,34,38.62,2026-09-04 08:51:00,2026-09-04,USD
s17700,17700,24,4.54,2026-09-04 00:44:00,2026-09-04,USD
s17701,17701,51,16.15,2026-09-04 08:16:00,2026-09-04,USD
s17702,17702,21,55.47,2026-09-04 03:44:00,2026-09-04,USD
s17703,17703,50,42.28,2026-09-03 23:33:00,2026-09-03,USD
s17704,17704,36,21.78,2026-09-04 11:05:00,2026-09-04,USD
s17705,17705,15,9.48,2026-09-03 22:52:00,2026-09-03,USD
s17706,17706,53,15.75,2026-09-05 16:42:00,2026-09-05,USD
s17707,17707,17,29.32,2026-09-04 14:22:00,2026-09-04,USD
s17708,17708,20,48.07,2026-09-06 08:59:00,2026-09-06,USD
s17709,17709,22,120.61,2026-09-03 14:49:00,2026-09-03,USD
s17710,17710,52,30.49,2026-09-04 17:39:00,2026-09-04,USD
s17711,17711,11,33.06,2026-09-04 08:33:00,2026-09-04,USD
s17712,17712,51,0.76,2026-09-03 00:01:00,2026-09-03,USD
s17713,17713,2,32.02,2026-09-05 11:36:00,2026-09-05,USD
s17714,17714,29,21.5,2026-09-04 05:50:00,2026-09-04,USD
s17715,17715,31,59.51,2026-09-05 03:12:00,2026-09-05,USD
s17716,17716,40,10.03,2026-09-04 17:58:00,2026-09-04,USD
s17717,17717,43,9.73,2026-09-10 14:16:00,2026-09-10,USD
s17718,17718,22,8.35,2026-09-07 08:45:00,2026-09-07,USD
s17719,17719,11,14.48,2026-09-03 00:02:00,2026-09-03,USD
s17720,17720,39,64.58,2026-09-04 21:40:00,2026-09-04,USD
s17721,17721,51,24.77,2026-09-04 22:16:00,2026-09-04,USD
s17722,17722,10,49.89,2026-09-04 08:29:00,2026-09-04,USD
s17723,17723,48,35.0,2026-09-04 19:04:00,2026-09-04,USD
s17724,17724,35,126.27,2026-09-04 01:44:00,2026-09-04,USD
s17725,17725,2,29.33,2026-09-03 03:49:00,2026-09-03,USD
s17726,17726,17,17.96,2026-09-12 15:53:00,2026-09-12,USD
s17727,17727,37,34.5,2026-09-03 20:22:00,2026-09-03,USD
s17728,17728,21,5.34,2026-09-04 05:59:00,2026-09-04,USD
s17729,17729,54,22.38,2026-09-06 14:59:00,2026-09-06,USD
s17730,17730,9,4.43,2026-09-03 15:30:00,2026-09-03,USD
s17732,17732,21,220.17,2026-09-04 02:36:00,2026-09-04,USD
s17733,17733,1,2.72,2026-09-05 02:19:00,2026-09-05,USD
s17734,17734,60,3.48,2026-09-04 05:07:00,2026-09-04,USD
s17735,17735,13,91.23,2026-09-03 00:23:00,2026-09-03,USD
s17736,17736,39,46.67,2026-09-04 21:58:00,2026-09-04,USD
s17738,17738,1,20.22,2026-09-03 19:16:00,2026-09-03,USD
s17739,17739,44,29.04,2026-09-04 04:47:00,2026-09-04,USD
s17740,17740,17,32.38,2026-09-07 05:12:00,2026-09-07,USD
s17741,17741,3,23.74,2026-09-05 18:34:00,2026-09-05,USD
s17742,17742,46,41.87,2026-09-03 13:37:00,2026-09-03,USD
s17743,17743,59,5.4,2026-09-06 18:54:00,2026-09-06,USD
s17744,17744,32,2.39,2026-09-04 21:57:00,2026-09-04,USD
s17745,17745,23,3.21,2026-09-04 02:07:00,2026-09-04,USD
s17746,17746,33,27.5,2026-09-05 14:09:00,2026-09-05,USD
s17747,17747,14,50.8,2026-09-04 23:15:00,2026-09-04,USD
s17748,17748,21,15.66,2026-09-04 02:21:00,2026-09-04,USD
s17749,17749,20,126.65,2026-09-04 09:23:00,2026-09-04,USD
s17750,17750,9,32.7,2026-09-04 01:43:00,2026-09-04,USD
s17751,17751,54,30.19,2026-09-03 19:24:00,2026-09-03,USD
s17752,17752,60,33.47,2026-09-04 05:18:00,2026-09-04,USD
s17753,17753,44,10.5,2026-09-03 21:48:00,2026-09-03,USD
s17754,17754,9,70.38,2026-09-07 18:28:00,2026-09-07,USD
s17755,17755,31,41.34,2026-09-03 20:46:00,2026-09-03,USD
